1744662588.156057 server started (2863): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1744662588.156071 on Linux 5.15.167.4-microsoft-standard-WSL2 #1 SMP Tue Nov 5 00:21:55 UTC 2024
1744662588.156075 using libevent 2.1.12-stable poll
1744662588.156077 using ncurses 6.4 20240113
1744662588.156848 yylex_token: end at WS
1744662588.156849 yylex_token: -I#S
1744662588.156851 yylex_token: end at WS
1744662588.156852 yylex_token: rename-session
1744662588.156853 yylex_token: end at WS
1744662588.156855 yylex_token: --
1744662588.156856 yylex_token: end at WS
1744662588.156857 yylex_token: %%
1744662588.156859 cmd_parse_build_commands 0:0: bind
1744662588.156860 cmd_parse_build_commands 0:1: -N
1744662588.156862 cmd_parse_build_commands 0:2: Rename current session
1744662588.156863 cmd_parse_build_commands 0:3: $
1744662588.156865 cmd_parse_build_commands 0:4 0:0: command-prompt
1744662588.156866 cmd_parse_build_commands 0:4 0:1: -I#S
1744662588.156868 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1744662588.156869 cmd_parse_build_commands 0:4 0:2 0:1: --
1744662588.156871 cmd_parse_build_commands 0:4 0:2 0:2: %%
1744662588.156872 cmd_parse_build_commands 0:0: command-prompt
1744662588.156874 cmd_parse_build_commands 0:1: -I#S
1744662588.156875 cmd_parse_build_commands 0:2 0:0: rename-session
1744662588.156876 cmd_parse_build_commands 0:2 0:1: --
1744662588.156878 cmd_parse_build_commands 0:2 0:2: %%
1744662588.156879 cmd_parse_build_commands 0:0: rename-session
1744662588.156881 cmd_parse_build_commands 0:1: --
1744662588.156882 cmd_parse_build_commands 0:2: %%
1744662588.156884 args_parse_flags: next --
1744662588.156886 args_parse: flags end at 2 of 3
1744662588.156887 args_parse: 2 = %% (type STRING)
1744662588.156890 cmd_parse_build_commands: rename-session "%%"
1744662588.156891 args_parse_flags: next -I#S
1744662588.156893 args_parse_flag_argument: -I = #S
1744662588.156894 args_parse: flags end at 2 of 3
1744662588.156896 args_parse: 2 = rename-session "%%" (type COMMANDS)
1744662588.156899 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1744662588.156900 args_parse_flags: next -N
1744662588.156902 args_parse_flag_argument: -N = Rename current session
1744662588.156903 args_parse_flags: next $
1744662588.156904 args_parse: flags end at 3 of 5
1744662588.156906 args_parse: 3 = $ (type STRING)
1744662588.156908 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1744662588.156913 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1744662588.156918 cmdq_get_command: [bind-key/0x559a326553a0] group 58
1744662588.156919 cmdq_append <global>: [bind-key/0x559a326553a0]
1744662588.156928 yylex_token: end at WS
1744662588.156929 yylex_token: bind
1744662588.156931 yylex_token: end at WS
1744662588.156932 yylex_token: -N
1744662588.156934 yylex_token: end at WS
1744662588.156935 yylex_token: Split window horizontally
1744662588.156936 yylex_get_word: %
1744662588.156938 yylex_token: end at WS
1744662588.156939 yylex_token: split-window
1744662588.156941 yylex_token: end at WS
1744662588.156942 yylex_token: -h
1744662588.156948 cmd_parse_build_commands 0:0: bind
1744662588.156950 cmd_parse_build_commands 0:1: -N
1744662588.156952 cmd_parse_build_commands 0:2: Split window horizontally
1744662588.156953 cmd_parse_build_commands 0:3: %
1744662588.156955 cmd_parse_build_commands 0:4 0:0: split-window
1744662588.156956 cmd_parse_build_commands 0:4 0:1: -h
1744662588.156958 cmd_parse_build_commands 0:0: split-window
1744662588.156959 cmd_parse_build_commands 0:1: -h
1744662588.156962 args_parse_flags: next -h
1744662588.156964 args_parse_flags: -h
1744662588.156965 args_parse: flags end at 2 of 2
1744662588.156967 cmd_parse_build_commands: split-window -h
1744662588.156968 args_parse_flags: next -N
1744662588.156970 args_parse_flag_argument: -N = Split window horizontally
1744662588.156971 args_parse_flags: next %
1744662588.156972 args_parse: flags end at 3 of 5
1744662588.156974 args_parse: 3 = % (type STRING)
1744662588.156976 args_parse: 4 = split-window -h (type COMMANDS)
1744662588.156979 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1744662588.156982 cmdq_get_command: [bind-key/0x559a326554a0] group 70
1744662588.156983 cmdq_append <global>: [bind-key/0x559a326554a0]
1744662588.156985 yylex_token: end at WS
1744662588.156986 yylex_token: bind
1744662588.156988 yylex_token: end at WS
1744662588.156989 yylex_token: -N
1744662588.156990 yylex_token: end at WS
1744662588.156992 yylex_token: Kill current window
1744662588.156993 yylex_token: end at WS
1744662588.156994 yylex_token: &
1744662588.156995 yylex_token: end at WS
1744662588.156997 yylex_token: confirm-before
1744662588.156999 yylex_token: end at WS
1744662588.157000 yylex_token: -pkill-window #W? (y/n)
1744662588.157001 yylex_token: end at WS
1744662588.157003 yylex_token: kill-window
1744662588.157004 cmd_parse_build_commands 0:0: bind
1744662588.157006 cmd_parse_build_commands 0:1: -N
1744662588.157007 cmd_parse_build_commands 0:2: Kill current window
1744662588.157009 cmd_parse_build_commands 0:3: &
1744662588.157010 cmd_parse_build_commands 0:4 0:0: confirm-before
1744662588.157012 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1744662588.157013 cmd_parse_build_commands 0:4 0:2: kill-window
1744662588.157015 cmd_parse_build_commands 0:0: confirm-before
1744662588.157017 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1744662588.157018 cmd_parse_build_commands 0:2: kill-window
1744662588.157020 args_parse_flags: next -pkill-window #W? (y/n)
1744662588.157022 args_parse_flag_argument: -p = kill-window #W? (y/n)
1744662588.157023 args_parse_flags: next kill-window
1744662588.157024 args_parse: flags end at 2 of 3
1744662588.157026 args_parse: 2 = kill-window (type STRING)
1744662588.157029 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1744662588.157030 args_parse_flags: next -N
1744662588.157032 args_parse_flag_argument: -N = Kill current window
1744662588.157033 args_parse_flags: next &
1744662588.157034 args_parse: flags end at 3 of 5
1744662588.157036 args_parse: 3 = & (type STRING)
1744662588.157038 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1744662588.157043 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1744662588.157046 cmdq_get_command: [bind-key/0x559a32655b30] group 78
1744662588.157048 cmdq_append <global>: [bind-key/0x559a32655b30]
1744662588.157049 yylex_token: end at WS
1744662588.157052 yylex_token: bind
1744662588.157054 yylex_token: end at WS
1744662588.157055 yylex_token: -N
1744662588.157057 yylex_token: end at WS
1744662588.157059 yylex_token: Prompt for window index to select
1744662588.157060 yylex_token: end at WS
1744662588.157061 yylex_token: '
1744662588.157063 yylex_token: end at WS
1744662588.157064 yylex_token: command-prompt
1744662588.157066 yylex_token: end at WS
1744662588.157067 yylex_token: -T
1744662588.157068 yylex_token: end at WS
1744662588.157070 yylex_token: window-target
1744662588.157071 yylex_token: end at WS
1744662588.157072 yylex_token: -pindex
1744662588.157074 yylex_token: end at WS
1744662588.157075 yylex_token: select-window
1744662588.157076 yylex_token: end at WS
1744662588.157078 yylex_token: -t
1744662588.157079 yylex_token: end at WS
1744662588.157080 yylex_token: :%%
1744662588.157082 cmd_parse_build_commands 0:0: bind
1744662588.157084 cmd_parse_build_commands 0:1: -N
1744662588.157085 cmd_parse_build_commands 0:2: Prompt for window index to select
1744662588.157087 cmd_parse_build_commands 0:3: '
1744662588.157088 cmd_parse_build_commands 0:4 0:0: command-prompt
1744662588.157090 cmd_parse_build_commands 0:4 0:1: -T
1744662588.157091 cmd_parse_build_commands 0:4 0:2: window-target
1744662588.157092 cmd_parse_build_commands 0:4 0:3: -pindex
1744662588.157094 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1744662588.157095 cmd_parse_build_commands 0:4 0:4 0:1: -t
1744662588.157097 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1744662588.157099 cmd_parse_build_commands 0:0: command-prompt
1744662588.157100 cmd_parse_build_commands 0:1: -T
1744662588.157102 cmd_parse_build_commands 0:2: window-target
1744662588.157103 cmd_parse_build_commands 0:3: -pindex
1744662588.157105 cmd_parse_build_commands 0:4 0:0: select-window
1744662588.157106 cmd_parse_build_commands 0:4 0:1: -t
1744662588.157107 cmd_parse_build_commands 0:4 0:2: :%%
1744662588.157109 cmd_parse_build_commands 0:0: select-window
1744662588.157111 cmd_parse_build_commands 0:1: -t
1744662588.157112 cmd_parse_build_commands 0:2: :%%
1744662588.157114 args_parse_flags: next -t
1744662588.157116 args_parse_flag_argument: -t = :%%
1744662588.157117 args_parse: flags end at 3 of 3
1744662588.157120 cmd_parse_build_commands: select-window -t ":%%"
1744662588.157121 args_parse_flags: next -T
1744662588.157123 args_parse_flag_argument: -T = window-target
1744662588.157124 args_parse_flags: next -pindex
1744662588.157125 args_parse_flag_argument: -p = index
1744662588.157127 args_parse: flags end at 4 of 5
1744662588.157129 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1744662588.157133 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1744662588.157134 args_parse_flags: next -N
1744662588.157136 args_parse_flag_argument: -N = Prompt for window index to select
1744662588.157137 args_parse_flags: next '
1744662588.157139 args_parse: flags end at 3 of 5
1744662588.157140 args_parse: 3 = ' (type STRING)
1744662588.157144 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1744662588.157149 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1744662588.157153 cmdq_get_command: [bind-key/0x559a32656aa0] group 86
1744662588.157154 cmdq_append <global>: [bind-key/0x559a32656aa0]
1744662588.157157 yylex_token: end at WS
1744662588.157158 yylex_token: bind
1744662588.157160 yylex_token: end at WS
1744662588.157161 yylex_token: -N
1744662588.157163 yylex_token: end at WS
1744662588.157164 yylex_token: Switch to previous client
1744662588.157165 yylex_token: end at WS
1744662588.157166 yylex_token: (
1744662588.157168 yylex_token: end at WS
1744662588.157170 yylex_token: switch-client
1744662588.157171 yylex_token: end at WS
1744662588.157172 yylex_token: -p
1744662588.157174 cmd_parse_build_commands 0:0: bind
1744662588.157175 cmd_parse_build_commands 0:1: -N
1744662588.157177 cmd_parse_build_commands 0:2: Switch to previous client
1744662588.157180 cmd_parse_build_commands 0:3: (
1744662588.157181 cmd_parse_build_commands 0:4 0:0: switch-client
1744662588.157183 cmd_parse_build_commands 0:4 0:1: -p
1744662588.157185 cmd_parse_build_commands 0:0: switch-client
1744662588.157186 cmd_parse_build_commands 0:1: -p
1744662588.157188 args_parse_flags: next -p
1744662588.157190 args_parse_flags: -p
1744662588.157191 args_parse: flags end at 2 of 2
1744662588.157193 cmd_parse_build_commands: switch-client -p
1744662588.157194 args_parse_flags: next -N
1744662588.157196 args_parse_flag_argument: -N = Switch to previous client
1744662588.157198 args_parse_flags: next (
1744662588.157199 args_parse: flags end at 3 of 5
1744662588.157200 args_parse: 3 = ( (type STRING)
1744662588.157202 args_parse: 4 = switch-client -p (type COMMANDS)
1744662588.157206 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1744662588.157208 cmdq_get_command: [bind-key/0x559a32656e20] group 98
1744662588.157210 cmdq_append <global>: [bind-key/0x559a32656e20]
1744662588.157211 yylex_token: end at WS
1744662588.157212 yylex_token: bind
1744662588.157214 yylex_token: end at WS
1744662588.157215 yylex_token: -N
1744662588.157216 yylex_token: end at WS
1744662588.157218 yylex_token: Switch to next client
1744662588.157219 yylex_token: end at WS
1744662588.157220 yylex_token: )
1744662588.157222 yylex_token: end at WS
1744662588.157223 yylex_token: switch-client
1744662588.157224 yylex_token: end at WS
1744662588.157225 yylex_token: -n
1744662588.157227 cmd_parse_build_commands 0:0: bind
1744662588.157228 cmd_parse_build_commands 0:1: -N
1744662588.157230 cmd_parse_build_commands 0:2: Switch to next client
1744662588.157231 cmd_parse_build_commands 0:3: )
1744662588.157233 cmd_parse_build_commands 0:4 0:0: switch-client
1744662588.157234 cmd_parse_build_commands 0:4 0:1: -n
1744662588.157236 cmd_parse_build_commands 0:0: switch-client
1744662588.157237 cmd_parse_build_commands 0:1: -n
1744662588.157239 args_parse_flags: next -n
1744662588.157241 args_parse_flags: -n
1744662588.157242 args_parse: flags end at 2 of 2
1744662588.157244 cmd_parse_build_commands: switch-client -n
1744662588.157245 args_parse_flags: next -N
1744662588.157247 args_parse_flag_argument: -N = Switch to next client
1744662588.157248 args_parse_flags: next )
1744662588.157250 args_parse: flags end at 3 of 5
1744662588.157251 args_parse: 3 = ) (type STRING)
1744662588.157253 args_parse: 4 = switch-client -n (type COMMANDS)
1744662588.157256 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1744662588.157259 cmdq_get_command: [bind-key/0x559a32657070] group 106
1744662588.157261 cmdq_append <global>: [bind-key/0x559a32657070]
1744662588.157262 yylex_token: end at WS
1744662588.157263 yylex_token: bind
1744662588.157265 yylex_token: end at WS
1744662588.157266 yylex_token: -N
1744662588.157267 yylex_token: end at WS
1744662588.157269 yylex_token: Rename current window
1744662588.157270 yylex_token: end at WS
1744662588.157271 yylex_token: ,
1744662588.157273 yylex_token: end at WS
1744662588.157274 yylex_token: command-prompt
1744662588.157275 yylex_token: end at WS
1744662588.157276 yylex_token: -I#W
1744662588.157278 yylex_token: end at WS
1744662588.157279 yylex_token: rename-window
1744662588.157280 yylex_token: end at WS
1744662588.157281 yylex_token: --
1744662588.157283 yylex_token: end at WS
1744662588.157284 yylex_token: %%
1744662588.157286 cmd_parse_build_commands 0:0: bind
1744662588.157287 cmd_parse_build_commands 0:1: -N
1744662588.157289 cmd_parse_build_commands 0:2: Rename current window
1744662588.157290 cmd_parse_build_commands 0:3: ,
1744662588.157292 cmd_parse_build_commands 0:4 0:0: command-prompt
1744662588.157293 cmd_parse_build_commands 0:4 0:1: -I#W
1744662588.157295 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1744662588.157296 cmd_parse_build_commands 0:4 0:2 0:1: --
1744662588.157298 cmd_parse_build_commands 0:4 0:2 0:2: %%
1744662588.157300 cmd_parse_build_commands 0:0: command-prompt
1744662588.157303 cmd_parse_build_commands 0:1: -I#W
1744662588.157304 cmd_parse_build_commands 0:2 0:0: rename-window
1744662588.157306 cmd_parse_build_commands 0:2 0:1: --
1744662588.157307 cmd_parse_build_commands 0:2 0:2: %%
1744662588.157309 cmd_parse_build_commands 0:0: rename-window
1744662588.157310 cmd_parse_build_commands 0:1: --
1744662588.157311 cmd_parse_build_commands 0:2: %%
1744662588.157314 args_parse_flags: next --
1744662588.157315 args_parse: flags end at 2 of 3
1744662588.157317 args_parse: 2 = %% (type STRING)
1744662588.157319 cmd_parse_build_commands: rename-window "%%"
1744662588.157320 args_parse_flags: next -I#W
1744662588.157322 args_parse_flag_argument: -I = #W
1744662588.157323 args_parse: flags end at 2 of 3
1744662588.157325 args_parse: 2 = rename-window "%%" (type COMMANDS)
1744662588.157328 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1744662588.157329 args_parse_flags: next -N
1744662588.157331 args_parse_flag_argument: -N = Rename current window
1744662588.157332 args_parse_flags: next ,
1744662588.157334 args_parse: flags end at 3 of 5
1744662588.157335 args_parse: 3 = , (type STRING)
1744662588.157338 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1744662588.157342 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1744662588.157345 cmdq_get_command: [bind-key/0x559a326577f0] group 114
1744662588.157346 cmdq_append <global>: [bind-key/0x559a326577f0]
1744662588.157350 yylex_token: end at WS
1744662588.157351 yylex_token: bind
1744662588.157353 yylex_token: end at WS
1744662588.157354 yylex_token: -N
1744662588.157356 yylex_token: end at WS
1744662588.157357 yylex_token: Delete the most recent paste buffer
1744662588.157359 yylex_token: end at WS
1744662588.157360 yylex_token: -
1744662588.157361 yylex_token: end at WS
1744662588.157363 yylex_token: delete-buffer
1744662588.157365 cmd_parse_build_commands 0:0: bind
1744662588.157366 cmd_parse_build_commands 0:1: -N
1744662588.157367 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1744662588.157369 cmd_parse_build_commands 0:3: -
1744662588.157370 cmd_parse_build_commands 0:4 0:0: delete-buffer
1744662588.157372 cmd_parse_build_commands 0:0: delete-buffer
1744662588.157374 args_parse: flags end at 1 of 1
1744662588.157376 cmd_parse_build_commands: delete-buffer
1744662588.157377 args_parse_flags: next -N
1744662588.157378 args_parse_flag_argument: -N = Delete the most recent paste buffer
1744662588.157380 args_parse_flags: next -
1744662588.157381 args_parse: flags end at 3 of 5
1744662588.157382 args_parse: 3 = - (type STRING)
1744662588.157384 args_parse: 4 = delete-buffer (type COMMANDS)
1744662588.157387 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1744662588.157389 cmdq_get_command: [bind-key/0x559a32658790] group 126
1744662588.157391 cmdq_append <global>: [bind-key/0x559a32658790]
1744662588.157394 yylex_token: end at WS
1744662588.157395 yylex_token: bind
1744662588.157396 yylex_token: end at WS
1744662588.157397 yylex_token: -N
1744662588.157399 yylex_token: end at WS
1744662588.157400 yylex_token: Move the current window
1744662588.157402 yylex_token: end at WS
1744662588.157403 yylex_token: .
1744662588.157404 yylex_token: end at WS
1744662588.157406 yylex_token: command-prompt
1744662588.157407 yylex_token: end at WS
1744662588.157408 yylex_token: -T
1744662588.157409 yylex_token: end at WS
1744662588.157410 yylex_token: target
1744662588.157412 yylex_token: end at WS
1744662588.157413 yylex_token: move-window
1744662588.157414 yylex_token: end at WS
1744662588.157416 yylex_token: -t
1744662588.157417 yylex_token: end at WS
1744662588.157418 yylex_token: %%
1744662588.157420 cmd_parse_build_commands 0:0: bind
1744662588.157421 cmd_parse_build_commands 0:1: -N
1744662588.157423 cmd_parse_build_commands 0:2: Move the current window
1744662588.157424 cmd_parse_build_commands 0:3: .
1744662588.157426 cmd_parse_build_commands 0:4 0:0: command-prompt
1744662588.157429 cmd_parse_build_commands 0:4 0:1: -T
1744662588.157430 cmd_parse_build_commands 0:4 0:2: target
1744662588.157432 cmd_parse_build_commands 0:4 0:3 0:0: move-window
